Words,Rank,Frequency
palestinian,1827,30
hopes,1828,30
le,1829,30
upper,1830,30
coach,1831,30
sequence,1832,30
reunion,1833,30
glass,1834,30
framed,1835,30
bittersweet,1836,30
goofy,1837,30
campus,1838,30
heaven,1839,30
hopkins,1840,30
harris,1841,30
splendid,1842,30
wilder,1843,30
beneath,1844,30
simply,1845,30
poses,1846,30
event,1847,30
mixed,1848,30
innocence,1849,30
desire,1850,30
stands,1851,30
hostage,1852,30
spend,1853,30
today,1854,30
insurance,1855,30
succeeds,1856,30
julia,1857,30
border,1858,30
murderous,1859,30
angel,1860,30
prove,1861,30
labor,1862,30
facing,1863,30
imagination,1864,30
devil,1865,30
viewer,1866,30
unfortunately,1867,30
revisits,1868,30
ed,1869,30
redemption,1870,30
flavorsome,1871,30
endless,1872,30
freedom,1873,30
ruthless,1874,30
shock,1875,30
mouse,1876,30
onto,1877,30
inventive,1878,30
tycoon,1879,30
lucy,1880,30
michelle,1881,30
pay,1882,30
funeral,1883,30
bottom,1884,30
architect,1885,30
graham,1886,30
paced,1887,30
except,1888,29
beloved,1889,29
melancholy,1890,29
jordan,1891,29
described,1892,29
note,1893,29
winter,1894,29
morality,1895,29
process,1896,29
presence,1897,29
upon,1898,29
pure,1899,29
trade,1900,29
talented,1901,29
die,1902,29
charged,1903,29
sight,1904,29
sinister,1905,29
celebrity,1906,29
cancer,1907,29
ones,1908,29
agents,1909,29
release,1910,29
department,1911,29
graduate,1912,29
joel,1913,29
homage,1914,29
affleck,1915,29
household,1916,29
costume,1917,29
slapstick,1918,29
uncle,1919,29
ballet,1920,29
wears,1921,29
spends,1922,29
tunes,1923,29
illegal,1924,29
painful,1925,29
dies,1926,29
concept,1927,29
taut,1928,29
birth,1929,29
biopic,1930,29
visits,1931,29
alexander,1932,29
racial,1933,29
formulaic,1934,29
format,1935,29
insight,1936,29
belongs,1937,29
legendary,1938,29
brilliantly,1939,29
terrible,1940,29
weekend,1941,29
performer,1942,29
imagery,1943,29
grisly,1944,29
arab,1945,29
spring,1946,29
thoroughly,1947,29
portrayal,1948,29
robin,1949,29
playful,1950,29
shown,1951,29
episodes,1952,29
steal,1953,29
plodding,1954,29
immigrants,1955,29
already,1956,29
opens,1957,29
argentine,1958,29
scenery,1959,29
anne,1960,29
lies,1961,29
joan,1962,29
aids,1963,29
waiting,1964,29
inventor,1965,29
entry,1966,29
doings,1967,29
youngsters,1968,29
bore,1969,29
unsurprising,1970,29
murky,1971,29
flair,1972,28
decide,1973,28
foot,1974,28
x,1975,28
hair,1976,28
nimble,1977,28
sugar,1978,28
concerns,1979,28
georgia,1980,28
square,1981,28
allows,1982,28
emotions,1983,28
killers,1984,28
comedian,1985,28
gangsters,1986,28
guard,1987,28
imagine,1988,28
colin,1989,28
jessica,1990,28
breaking,1991,28
lots,1992,28
plan,1993,28
curious,1994,28
recalls,1995,28
unhappy,1996,28
pat,1997,28
ensemble,1998,28
scramble,1999,28
zombie,2000,28
wonderfully,2001,28
involves,2002,28
genius,2003,28
drifter,2004,28
intensity,2005,28
northern,2006,28
widower,2007,28
brisk,2008,28
relatives,2009,28
detail,2010,28
average,2011,28
packed,2012,28
rough,2013,28
stock,2014,28
russia,2015,28
satirical,2016,28
chaotic,2017,28
fluff,2018,28
assistant,2019,28
fear,2020,28
robbery,2021,28
million,2022,28
draws,2023,28
subtle,2024,28
unexpected,2025,28
worthy,2026,28
dan,2027,28
confusion,2028,28
friendly,2029,27
finding,2030,27
rain,2031,27
threatens,2032,27
discover,2033,27
clean,2034,27
escaped,2035,27
roger,2036,27
animals,2037,27
develops,2038,27
queens,2039,27
gritty,2040,27
territory,2041,27
ocean,2042,27
shooting,2043,27
engineer,2044,27
bizarre,2045,27
brooks,2046,27
patrick,2047,27
rose,2048,27
saga,2049,27
craig,2050,27
glossy,2051,27
droll,2052,27
dozen,2053,27
loosely,2054,27
walk,2055,27
spent,2056,27
amy,2057,27
forgotten,2058,27
image,2059,27
walter,2060,27
honor,2061,27
essentially,2062,27
scorsese,2063,27
directing,2064,27
shady,2065,27
whether,2066,27
rules,2067,27
yuppie,2068,27
spain,2069,27
native,2070,27
villain,2071,27
poverty,2072,27
wish,2073,27
member,2074,27
thrilling,2075,27
cuban,2076,27
addict,2077,27
fat,2078,27
adopted,2079,27
nicolas,2080,27
australia,2081,27
amazing,2082,27
plain,2083,27
climax,2084,27
fourth,2085,27
front,2086,27
conventions,2087,27
prize,2088,27
cuba,2089,27
equally,2090,27
rousing,2091,27
partly,2092,27
bounty,2093,27
season,2094,27
messy,2095,27
rarely,2096,27
support,2097,27
miami,2098,27
santa,2099,27
chilling,2100,27
poetry,2101,27
grief,2102,27
curiously,2103,27
court,2104,26
partners,2105,26
favorite,2106,26
sparks,2107,26
outlaw,2108,26
glory,2109,26
stranger,2110,26
situation,2111,26
mansion,2112,26
rachel,2113,26
snappy,2114,26
businessman,2115,26
emotion,2116,26
harrowing,2117,26
section,2118,26
zhang,2119,26
raising,2120,26
vintage,2121,26
guilt,2122,26
mafia,2123,26
unconvincing,2124,26
feet,2125,26
brash,2126,26
stereotypes,2127,26
spirits,2128,26
nonsense,2129,26
whimsy,2130,26
wins,2131,26
plastic,2132,26
bird,2133,26
biting,2134,26
players,2135,26
cowboy,2136,26
korea,2137,26
screwball,2138,26
proves,2139,26
commercial,2140,26
cover,2141,26
huston,2142,26
saw,2143,26
joy,2144,26
witch,2145,26
internet,2146,26
laugh,2147,26
relentless,2148,26
showcase,2149,26
size,2150,26
came,2151,26
alice,2152,26
decent,2153,26
observed,2154,26
eight,2155,26
speed,2156,26
nation,2157,26
bear,2158,26
object,2159,26
brain,2160,26
heroic,2161,26
potential,2162,26
rule,2163,26
desperately,2164,26
snow,2165,26
activist,2166,26
maggie,2167,26
juvenile,2168,26
stinging,2169,26
triumph,2170,26
sexy,2171,26
saturday,2172,26
mosaic,2173,26
lesson,2174,26
hearted,2175,26
rounded,2176,26
forever,2177,26
product,2178,26
quickly,2179,26
complete,2180,26
legacy,2181,26
julie,2182,26
hart,2183,26
painfully,2184,26
marries,2185,26
notion,2186,26
parisian,2187,26
test,2188,26
heat,2189,26
picaresque,2190,26
fetched,2191,26
souls,2192,26
flawed,2193,26
peace,2194,25
douglas,2195,25
wide,2196,25
welcome,2197,25
considers,2198,25
meeting,2199,25
abuse,2200,25
lush,2201,25
twisty,2202,25
hidden,2203,25
pleasures,2204,25
filming,2205,25
stunt,2206,25
mentally,2207,25
distance,2208,25
bobby,2209,25
cliché,2210,25
luc,2211,25
personality,2212,25
locale,2213,25
destruction,2214,25
parker,2215,25
tears,2216,25
delicious,2217,25
distant,2218,25
ambience,2219,25
czech,2220,25
certain,2221,25
changes,2222,25
bronx,2223,25
vampires,2224,25
adults,2225,25
nifty,2226,25
porter,2227,25
milling,2228,25
brian,2229,25
cameras,2230,25
weird,2231,25
claude,2232,25
meandering,2233,25
cheerful,2234,25
effort,2235,25
divided,2236,25
river,2237,25
sunny,2238,25
particularly,2239,25
rome,2240,25
lands,2241,25
threatened,2242,25
entire,2243,25
asks,2244,25
trek,2245,25
bus,2246,25
jacques,2247,25
strip,2248,25
exotic,2249,25
fu,2250,25
cluttered,2251,25
literate,2252,25
amiable,2253,25
vicious,2254,25
eerie,2255,25
dread,2256,25
fox,2257,25
tree,2258,25
box,2259,25
annie,2260,25
happiness,2261,25
balance,2262,25
detailed,2263,25
feminist,2264,25
catholic,2265,25
newspaper,2266,25
results,2267,25
training,2268,25
brutality,2269,25
current,2270,25
updated,2271,25
raised,2272,25
describe,2273,25
frame,2274,25
cocaine,2275,24
ridiculous,2276,24
mississippi,2277,24
swedish,2278,24
stark,2279,24
minister,2280,24
ron,2281,24
firm,2282,24
virginia,2283,24
valley,2284,24
tasteful,2285,24
sleep,2286,24
idol,2287,24
points,2288,24
telling,2289,24
jackie,2290,24
monty,2291,24
truffaut,2292,24
structure,2293,24
samurai,2294,24
truly,2295,24
marry,2296,24
junk,2297,24
ingmar,2298,24
mouth,2299,24
addiction,2300,24
observes,2301,24
lyrical,2302,24
swift,2303,24
bodies,2304,24
creation,2305,24
health,2306,24
window,2307,24
befriends,2308,24
lane,2309,24
castle,2310,24
franco,2311,24
knowing,2312,24
worlds,2313,24
easily,2314,24
muddled,2315,24
brand,2316,24
returning,2317,24
continues,2318,24
slave,2319,24
luck,2320,24
grant,2321,24
suffers,2322,24
republic,2323,24
complications,2324,24
experimental,2325,24
handed,2326,24
gloss,2327,24
wood,2328,24
fellini,2329,24
celebration,2330,24
intricate,2331,24
university,2332,24
background,2333,24
bar,2334,24
intense,2335,24
reasonably,2336,24
chef,2337,24
penn,2338,24
treasure,2339,24
hunger,2340,24
ann,2341,24
calls,2342,24
pays,2343,24
host,2344,24
terrain,2345,24
charlotte,2346,24
bitter,2347,24
helen,2348,24
mine,2349,24
lisa,2350,24
damon,2351,24
spectacular,2352,24
keyed,2353,24
biodrama,2354,24
hoffman,2355,24
miles,2356,24
hires,2357,24
disarming,2358,24
buddies,2359,24
deliver,2360,24
minus,2361,24
gas,2362,24
delicate,2363,24
anger,2364,24
beijing,2365,24
fly,2366,24
searches,2367,24
diamond,2368,24
parable,2369,24
shirley,2370,24
ready,2371,24
tight,2372,24
credits,2373,24
combines,2374,24
fantasies,2375,24
bachelor,2376,24
committed,2377,24
bite,2378,24
rap,2379,24
canada,2380,24
flashy,2381,24
spielberg,2382,24
mars,2383,23
affectionate,2384,23
iron,2385,23
aimed,2386,23
weapons,2387,23
criminals,2388,23
homeless,2389,23
gags,2390,23
museum,2391,23
teams,2392,23
flees,2393,23
rio,2394,23
sympathy,2395,23
term,2396,23
drab,2397,23
nelson,2398,23
survival,2399,23
millionaire,2400,23
neighbor,2401,23
amnesiac,2402,23
fortune,2403,23
attacks,2404,23
breaks,2405,23
expect,2406,23
niro,2407,23
spike,2408,23
clash,2409,23
contest,2410,23
coy,2411,23
perfectly,2412,23
fails,2413,23
paradise,2414,23
st,2415,23
fit,2416,23
aristocrat,2417,23
sweeping,2418,23
empire,2419,23
paranoid,2420,23
ego,2421,23
sensibility,2422,23
skill,2423,23
fuzzy,2424,23
intellectual,2425,23
flee,2426,23
bang,2427,23
institution,2428,23
oh,2429,23
tyler,2430,23
pilots,2431,23
arthur,2432,23
dramas,2433,23
soccer,2434,23
rising,2435,23
pirate,2436,23
thick,2437,23
duo,2438,23
eastern,2439,23
chess,2440,23
tech,2441,23
creature,2442,23
prime,2443,23
survivor,2444,23
turkey,2445,23
occasional,2446,23
spot,2447,23
sub,2448,23
greene,2449,23
particular,2450,23
relentlessly,2451,23
happen,2452,23
widowed,2453,23
gypsy,2454,23
hugh,2455,23
max,2456,23
elusive,2457,23
rendered,2458,23
tongue,2459,23
oddly,2460,23
slain,2461,23
purposeful,2462,23
fleeing,2463,23
potter,2464,23
occupation,2465,23
amateur,2466,23
bette,2467,23
common,2468,23
clearly,2469,23
creatures,2470,23
result,2471,23
sprawling,2472,23
hudson,2473,23
resistance,2474,23
norwegian,2475,23
racing,2476,23
unpretentious,2477,23
worse,2478,23
ireland,2479,23
critic,2480,23
shark,2481,23
medieval,2482,22
bits,2483,22
flashbacks,2484,22
forceful,2485,22
dating,2486,22
newly,2487,22
cannes,2488,22
investigation,2489,22
jeremy,2490,22
troubles,2491,22
expensive,2492,22
surgeon,2493,22
michel,2494,22
larry,2495,22
lessons,2496,22
closer,2497,22
passing,2498,22
feelings,2499,22
nonetheless,2500,22
nun,2501,22
casual,2502,22
creative,2503,22
diane,2504,22
neighbors,2505,22
isolated,2506,22
cuts,2507,22
cattle,2508,22
busy,2509,22
sexuality,2510,22
imax,2511,22
cable,2512,22
muslim,2513,22
suspenseful,2514,22
slice,2515,22
message,2516,22
rent,2517,22
assassination,2518,22
ornate,2519,22
nightclub,2520,22
mobster,2521,22
bed,2522,22
wrenching,2523,22
auto,2524,22
giddy,2525,22
believes,2526,22
charms,2527,22
went,2528,22
storm,2529,22
grave,2530,22
however,2531,22
fallen,2532,22
execution,2533,22
fifth,2534,22
olivier,2535,22
terrorists,2536,22
holds,2537,22
fan,2538,22
tried,2539,22
magical,2540,22
mamet,2541,22
porn,2542,22
morning,2543,22
pursuit,2544,22
leaving,2545,22
attitude,2546,22
outlaws,2547,22
el,2548,22
designer,2549,22
warrior,2550,22
writers,2551,22
pass,2552,22
volatile,2553,22
brightly,2554,22
executed,2555,22
nicholas,2556,22
fake,2557,22
kung,2558,22
mel,2559,22
profiles,2560,22
caribbean,2561,22
began,2562,22
denis,2563,22
bomb,2564,22
melodramatic,2565,22
gross,2566,22
emily,2567,22
argentina,2568,22
carolina,2569,22
experiences,2570,22
wayne,2571,22
kidnap,2572,22
floor,2573,22
everybody,2574,22
archival,2575,22
pornography,2576,22
fishing,2577,22
lighthearted,2578,22
roots,2579,22
bumbling,2580,22
emerges,2581,22
portions,2582,22
unfunny,2583,22
promise,2584,22
prisoner,2585,22
traditional,2586,22
torture,2587,22
greatest,2588,22
backgrounds,2589,22
gothic,2590,22
energetic,2591,22
nostalgia,2592,22
market,2593,22
motorcycle,2594,22
gray,2595,22
reviewed,2596,22
enters,2597,22
pursued,2598,22
enjoyable,2599,22
harvey,2600,21
surrogate,2601,21
legal,2602,21
intended,2603,21
furious,2604,21
todd,2605,21
brave,2606,21
backstage,2607,21
suspected,2608,21
pitch,2609,21
operator,2610,21
massacre,2611,21
enemy,2612,21
aboard,2613,21
raises,2614,21
nicole,2615,21
maugham,2616,21
discovery,2617,21
sandler,2618,21
supposed,2619,21
somewhere,2620,21
astonishing,2621,21
buoyant,2622,21
spooky,2623,21
stiller,2624,21
notorious,2625,21
albert,2626,21
spouse,2627,21
opposite,2628,21
troupe,2629,21
cause,2630,21
arnold,2631,21
gift,2632,21
economy,2633,21
basic,2634,21
destroy,2635,21
andy,2636,21
intentions,2637,21
evokes,2638,21
type,2639,21
sharply,2640,21
sleazy,2641,21
literally,2642,21
sleuther,2643,21
apocalyptic,2644,21
solve,2645,21
hardly,2646,21
lucky,2647,21
bears,2648,21
boat,2649,21
vain,2650,21
sweetness,2651,21
ivory,2652,21
greg,2653,21
